nuB	nuF	tauB	tauF	ll
2.68922898123	2.86909743926	0.0292772034643	0.0804047504229	-4.17280598872e+224
3.48385665962	3.50672168862	0.0589304556399	0.089266221273	-4.23864145744e+224
1.49777698189	3.38383416769	0.0422315566207	0.0472477916751	-4.12929233039e+224
1.87073480357	3.00133371434	0.0555977786762	0.0752587849388	-4.18076722931e+224
2.21751408375	2.24100159928	0.0519657319361	0.0732926197262	-4.15964355206e+224
2.88443805926	3.54917336634	0.048359991117	0.0293717508877	-4.14263109153e+224
1.95354990312	1.95766794803	0.0934587816941	0.0652113511894	-4.16317815617e+224
1.23744241962	2.24149509773	0.0492853960029	0.0592372347211	-4.11183033817e+224
1.52990509454	3.3992988369	0.0708747710314	0.0342314389574	-4.1275548749e+224
1.52254193453	1.04175416672	0.0631145046922	0.0458027257389	-4.05488507181e+224
2.5882283247	1.07770826608	0.0743675055755	0.0398935967091	-4.10218056018e+224
3.46405889284	1.85132281988	0.0764863111364	0.07269304416	-4.18145795747e+224
3.08781443445	1.78429848409	0.0482166246404	0.0477195137832	-4.12968712572e+224
1.95783433305	3.80374281471	0.090406204909	0.0506225134844	-4.19141597879e+224
1.3207843325	2.41018306682	0.0290467984155	0.0310696178532	-4.07847951093e+224
2.85923963362	3.97592620678	0.0313308761503	0.0900050417406	-4.21297601608e+224
1.74392247616	1.07914966785	0.0365121185349	0.025197570522	-4.05172847005e+224
1.02581599797	3.87426496334	0.0540026656879	0.0250684512271	-4.06868322267e+224
1.94153370191	1.52674285377	0.0438789797266	0.0528122191474	-4.09705303905e+224
3.97564300905	1.91893308202	0.0318709924555	0.0803881628802	-4.14357120801e+224
2.54528972366	2.47881576548	0.0315145775647	0.0734005921711	-4.15423471121e+224
3.72797377646	2.78866216533	0.0744288372768	0.0471734674847	-4.1988324657e+224
1.81617578674	2.49924576664	0.0302518095798	0.0308549172468	-4.09427480551e+224
2.41190343894	3.36745536768	0.0273645205754	0.0879021241207	-4.1902048368e+224
2.94666022316	2.23056570025	0.0467263617886	0.0348389302724	-4.13053130355e+224
1.3848889961	1.22674866509	0.0360797154488	0.0287214599663	-4.0486311162e+224
3.28043926044	2.11163884877	0.0425935633052	0.0524358909993	-4.14109187667e+224
1.05737769424	1.08566634833	0.0765008789685	0.0512616759794	-4.03024530164e+224
1.21189676996	3.02682926786	0.0377311317144	0.0686601629781	-4.13941990065e+224
1.31933237374	1.67211811985	0.0944380664141	0.0820309895478	-4.1198923286e+224
1.65681122801	1.72015715708	0.0426491564878	0.0321569158349	-4.08440063811e+224
1.0021538487	1.82120507604	0.0514517954051	0.0328996776353	-4.05356979549e+224
1.03664425843	3.81807894761	0.0412247647081	0.0484930336993	-4.11071573328e+224
1.2914580751	3.89334997144	0.0503759350326	0.0999007753903	-4.20656868347e+224
2.99318597577	2.66574813168	0.0635060841686	0.0951036647366	-4.21820969239e+224
3.56412976746	1.46194110103	0.0695824999738	0.0875330387868	-4.14838128039e+224
3.19040527678	2.01042040959	0.0270048857599	0.0324151266698	-4.09878709325e+224
1.62186692736	1.61542853012	0.0287291562957	0.0456449206172	-4.07931175031e+224
1.47220875274	2.57136007248	0.0959134711541	0.0494476339479	-4.14328487817e+224
2.26768681682	2.40097062839	0.0989537213287	0.0792386505184	-4.20862428287e+224
3.51927258945	2.06986876007	0.0636627166338	0.063070783381	-4.17454394437e+224
2.35353479765	3.1263322006	0.0578075265375	0.0609194577948	-4.18051889372e+224
3.55561621972	1.35322708599	0.0904940637123	0.0251045550618	-4.16117527664e+224
2.64582618753	2.83456185974	0.0369835261907	0.0405309375013	-4.13260689589e+224
3.61022096197	1.5625715883	0.0542975935632	0.0890311228984	-4.14411167943e+224
2.4322148583	2.38122934549	0.0437075173294	0.0438823672145	-4.13236597702e+224
3.23209335076	1.57447325271	0.0656265979545	0.0803362930763	-4.15046031934e+224
2.97749527939	2.8536183846	0.0957425434548	0.065378006428	-4.22845416696e+224
1.39438552707	2.53923528818	0.0797004809492	0.0615487713046	-4.14374174738e+224
1.20339189462	1.93234023507	0.0855980189593	0.0420085211952	-4.09077708053e+224
1.67365671436	1.02472139889	0.0328367630579	0.0296012941593	-4.04291710155e+224
2.5544460616	3.82992673075	0.0627673911665	0.0318986537603	-4.15985563103e+224
1.94487103423	2.37629484097	0.0333584447376	0.0535395886865	-4.12411743409e+224
1.68948536369	3.44839610764	0.0445413807434	0.0251330722966	-4.10398905164e+224
2.58988327533	1.71413207317	0.034492294703	0.0514544619845	-4.10781144183e+224
